,MI Scores
463,0.14822984395465966
1472,0.14821598239019274
1247,0.1478842968781433
1698,0.14781418184966277
1246,0.14775009296166175
582,0.1477422154357324
836,0.14721297453388038
2485,0.14701066509548655
1933,0.14650224525169708
1292,0.1463320245077293
1543,0.14593791611235396
813,0.14585187774626895
322,0.14549981640045262
2441,0.14543928686977026
2100,0.14498791839951508
807,0.1448848175093289
1722,0.1439672417882525
2643,0.14362394285856928
363,0.14359377305204957
352,0.14347702405458218
400,0.14333229197599895
2300,0.1419261728988861
2070,0.14168951397678597
1762,0.1415433220621054
515,0.14141812525093833
409,0.14044572011488388
2452,0.14035295628291244
776,0.1401406228749118
2367,0.1395476755104057
618,0.13892845512443985
596,0.13866142994582864
270,0.13839479692627243
772,0.13828624358942232
82,0.13820646180849572
1983,0.13800322513745256
2131,0.13753495515835823
1057,0.13622958624081427
1665,0.13553715929608012
920,0.13435540622001518
2140,0.13340203194432165
498,0.13290578325796298
2427,0.13279889665480527
544,0.13271583433438083
2359,0.13245833115476202
208,0.1319750708072447
2213,0.13196316714734158
2101,0.13190681677117588
132,0.13166212769571528
508,0.1312780052590301
1664,0.13113647711664722
887,0.1281058915074058
562,0.12776128930963004
970,0.12722164562681115
2229,0.1272081837309056
5,0.12601616210026112
902,0.1259232113707589
372,0.12558747951813265
2593,0.12530204588398952
16,0.12458777436267887
6,0.12444507043490871
55,0.12425354452964399
2073,0.12326267391678458
1630,0.12280066064396777
324,0.12220260292875729
2589,0.12213435499799408
2214,0.12197248356277557
1108,0.12193331416688125
818,0.12172488158532557
754,0.12024759839582133
653,0.11792561641310684
547,0.11768715868897095
2001,0.11716345397630246
2222,0.11699662360947993
1254,0.11694026966469906
2277,0.11631248700456975
1042,0.11579493553732867
104,0.11501196209876063
2460,0.1147095642041065
1166,0.11451668134328763
2517,0.11359227621561274
822,0.11297697052552058
2151,0.11153842637007116
960,0.1114431530606943
1413,0.11112507245150116
1151,0.11102084366401854
1162,0.11101812756981566
675,0.11049574552681962
436,0.11017720555296062
2090,0.11007189138565288
1655,0.10967414531355635
1529,0.10930695335568608
30,0.109251464231932
224,0.10876104686750843
1569,0.10838164681757245
2431,0.10805952803930685
38,0.10626471215036792
1726,0.10600681985397031
2044,0.10574938791319743
934,0.10566715101783508
1697,0.1055924212136552
913,0.10545370961576372
458,0.10494184738923273
2082,0.10482263550773752
0,0.10446915148082159
1190,0.10444516845818264
1507,0.10412430474710366
1031,0.10348589831707766
1139,0.10334170752165273
1765,0.10322392808173397
854,0.10280393986955616
1520,0.10267830614652285
538,0.1025935777217768
2077,0.10231832331489743
2442,0.10125615884117956
113,0.10118560303449398
1341,0.10094722471844975
1270,0.1005233234329137
1612,0.1004836758118941
532,0.10033424563896931
1704,0.09999002030058612
566,0.0999894790896132
310,0.09953045196159716
2573,0.09928488530564739
2368,0.09870780866549289
1442,0.0986785861483983
1066,0.09854595382958609
1076,0.09840539126046455
2242,0.09834217371151155
1824,0.09829236565003274
2260,0.09826332834812668
415,0.09819465254326509
140,0.09792951433816022
2093,0.09753013605689143
259,0.09664138546026768
183,0.09658395172475354
1476,0.09632669414138606
1060,0.09626782457555105
131,0.09615581996272171
92,0.09524690297942051
2516,0.09475680020228161
2524,0.09461779012035398
1399,0.09461533435255642
606,0.09460493126118852
1560,0.09410810558789118
2444,0.09392022538264122
350,0.09383475459098145
1327,0.09376407388357366
759,0.0936392696806081
2364,0.09315643732973111
2271,0.09287889595514942
680,0.09197483548012464
61,0.09184629289350621
808,0.09179535056721733
70,0.09173725755371764
1883,0.09141675275565975
525,0.09138954354352702
1852,0.09102714506406917
478,0.09059932273319715
595,0.09031182759621181
851,0.09014540930902992
1279,0.08984994193861962
489,0.08981342418465843
1768,0.08937183731387943
2141,0.08926950336893613
1328,0.08922669464912225
1015,0.08921364111746932
1409,0.08909549524992055
426,0.08883591540959346
62,0.08874200692766632
650,0.08829005172247051
2340,0.08806922069422685
1535,0.08804810402913343
2273,0.0880318142525276
901,0.08792945522744633
1567,0.08763835256937957
370,0.08718551991456103
2169,0.0867790258401353
741,0.08673570104424311
1439,0.08665983898199725
1067,0.08656479742318668
910,0.08652552151626658
184,0.08615254324414812
740,0.08605568308815048
1878,0.08579951870468694
431,0.08547333854933648
2264,0.08508952170598194
422,0.0850656616926675
1320,0.08503049137358953
2079,0.08483871998154724
558,0.0844177521272158
1857,0.08436801513023973
756,0.08411042030984728
2611,0.08366071465772329
1624,0.08348512435545086
1438,0.08330223854023844
1556,0.08313610483738998
599,0.08309429019018122
21,0.0828684311430834
218,0.08249278494919388
202,0.08247382320827779
1997,0.08244302232827527
1708,0.08231100561913562
801,0.08222343912519214
1827,0.08208768840231295
1056,0.08196067297311949
771,0.08191742135917757
1022,0.08189841928876174
2057,0.0811107615697022
2231,0.08103469004705621
744,0.08097712182446237
924,0.08096128694631854
1512,0.08092895725898686
1040,0.08047251453718252
73,0.08029942917733024
460,0.08026092979939081
1111,0.08023702161552526
775,0.08018822053865149
1082,0.07985284292252537
1779,0.0797721190208387
1422,0.07967836528566341
2107,0.07961043293424552
360,0.07923446953532087
1936,0.07902732546795654
1863,0.07883525752867859
1580,0.07883008253890544
2513,0.07855642200191548
1154,0.07833948663617019
84,0.07830345856624676
2209,0.07770479628056348
986,0.07759082401709483
470,0.07745108097895992
564,0.07735731383666655
2559,0.07727781511793808
333,0.07721143851311396
269,0.07704134276006869
2147,0.07695414297325343
1832,0.07684521845896031
835,0.07664392316474311
439,0.07638395602199077
626,0.07632294123587613
2525,0.07632124561534237
2590,0.07606563941694233
211,0.0760538850903365
1280,0.07591780615612409
1417,0.07567845776641047
1194,0.07537137618514977
1934,0.07535014509637117
511,0.07513361769254034
378,0.07472254806969048
581,0.07449900704146284
630,0.07443013775233576
47,0.074416440917207
1951,0.07441280486213886
896,0.07418177219733568
2477,0.07416247547502719
880,0.07407296016261711
2394,0.07390990932600339
967,0.07390774125895483
1322,0.07387289506560357
2086,0.07382792673286565
768,0.07377265120866294
945,0.073649831683122
541,0.07352253013445775
2455,0.07330935829071494
593,0.07303537771700741
2237,0.07299478944138382
2510,0.07299455562980395
2591,0.07284568501894295
394,0.07267734597314668
2030,0.07264610954641304
1416,0.07263010522204638
1828,0.07243732763113941
1514,0.07230224472178826
2606,0.07230102742965894
863,0.0722953714688499
313,0.07197243972191725
148,0.07193238987590789
2138,0.07191367576057273
2243,0.07188862738388657
1085,0.07155137971574765
2543,0.07106481321591707
2519,0.07084966295549222
2602,0.07070441338589628
2197,0.07069878757482817
1809,0.07055049304075256
1861,0.0704778803637125
876,0.0704620170035617
2098,0.070387482310311
46,0.07037857854012142
2244,0.07028660322611913
611,0.07012887472494977
1566,0.0700111161955026
1173,0.0698720801538677
2239,0.06982547909652359
1524,0.0697715203075191
1919,0.06973147932337653
94,0.06960876809893257
1571,0.06910505370052089
1930,0.06878041426999637
865,0.06868491885094707
903,0.06853832596379705
1470,0.06849054958796463
1754,0.06848467911703793
668,0.06847300452160887
737,0.06837362577171469
549,0.06831539035100631
778,0.06822038616595982
1345,0.06813861374457364
787,0.06770231809161986
1750,0.06765223754124339
1321,0.06755010951856377
1051,0.06709745413485901
1373,0.06701513061184672
2055,0.06666360843125041
1069,0.06661232680038287
1618,0.0665843432921367
1939,0.06636161982562427
1486,0.06620559363459355
1558,0.06600020701658771
297,0.06599723409098779
912,0.06564784263517165
959,0.06545173179454444
2081,0.06542669114626376
213,0.06536004991769317
872,0.06534537567702126
2296,0.06518553651941383
2272,0.06516275896302481
440,0.06515006133257906
1142,0.06499806354616577
1675,0.06498775176267246
1659,0.0649617253026813
1041,0.06488962120448605
236,0.06487576659740801
2621,0.0647779393216874
890,0.06450019490679315
121,0.06425166853304409
1388,0.06421943149007037
2492,0.06378184810643361
879,0.06366773591210162
44,0.06363660477303457
1642,0.06355868539955889
612,0.06347991686651078
13,0.06338844652659636
434,0.06323339012239648
2060,0.0629102859709767
2551,0.06273967158041849
1218,0.06263148621097292
1645,0.06256572379425362
1720,0.06254191430326417
2026,0.06247780770726896
468,0.06240097190009308
1467,0.06227068602933272
228,0.0622481546359559
2496,0.062202457335295946
1181,0.062188286314375674
2104,0.06207583636269698
26,0.06203253543329268
2480,0.06198413293478833
1864,0.06186799386038189
276,0.06171726290316393
716,0.06151052113172506
1565,0.061478277125916136
2289,0.061432913325444094
2174,0.06142402835229355
707,0.06142240904473617
677,0.061054837827713815
1364,0.060966247314615085
1454,0.06089935282309922
573,0.06087476155019944
1244,0.06087117413657239
368,0.06081146254345349
990,0.060773738619278816
2135,0.06065344113492621
2548,0.06060386587101618
1209,0.06048332965682368
1235,0.06044509398421116
1403,0.06043949322619824
1489,0.060383791257941244
18,0.06011881957290299
1880,0.059830885304221315
502,0.05971830348547558
2447,0.05948557141637778
319,0.059482969898154714
1855,0.05940159798186784
812,0.05932319895533711
941,0.05923811430902415
1020,0.059136411247223464
667,0.05908244451058131
2266,0.05904221981183966
1723,0.058965791481437435
842,0.05885497597334499
2386,0.058728019464153736
2354,0.05854194286239256
888,0.058506944385643855
510,0.05850528754882278
2062,0.05843267919969142
1418,0.058378348945831604
2448,0.058206327685276005
2020,0.05810178620970863
1830,0.05809384214995017
1463,0.05809096344044695
2362,0.05799631173861597
915,0.05798163245988075
2050,0.05773367677706398
2275,0.05756304133293222
893,0.057373595765664476
165,0.05691035293160773
551,0.056820760857005936
2508,0.056759454504857754
796,0.0565610451954921
1661,0.05653167591423758
20,0.05652680616998751
2345,0.05631766222619605
1717,0.05620418560573626
2121,0.0561763947171503
2580,0.05608590913538203
176,0.05604892616588053
1344,0.055979749471285256
1282,0.055917419399837964
1993,0.05569914365474604
1759,0.055689764692286925
8,0.055649013879769615
1039,0.05545938630150449
2588,0.055288698225357535
1583,0.05524456900400443
2380,0.05508573905864855
1007,0.05494659014794401
1853,0.054930243052972116
2523,0.054756569401673616
2633,0.0546428299121926
89,0.05464082731529896
2631,0.054607663684417496
2533,0.0545102331004248
1146,0.05450152332738156
588,0.054491737565328435
585,0.05445025728648689
366,0.05438908545036769
918,0.05423570776719355
2016,0.054213647721828906
1899,0.054111490264100226
2344,0.05389824467152193
405,0.05389579950961387
1979,0.053756715595263405
2647,0.053727707093407684
2566,0.05370730786450917
2420,0.05368866006314965
1395,0.05366417624019837
1266,0.053529479980160666
418,0.053448696836911225
1573,0.053411924117864995
2404,0.0533323788915947
1734,0.05327476736171155
375,0.05321881642252002
578,0.05318924601867048
2042,0.053184458617285824
839,0.05315161064006224
738,0.05289841638161663
1487,0.052875782027689944
1679,0.052860294950205056
1943,0.05264681404815619
996,0.052498757520307304
1300,0.052482542860419645
2320,0.05241803177303517
922,0.052313764531009
32,0.05226242826033767
929,0.05217893029579779
1072,0.05199723157430691
1014,0.051899747287619036
1200,0.05186081858011704
1898,0.05175778181864299
530,0.05161230606894085
795,0.05153612711823197
441,0.05140209882741509
1426,0.05133110501011151
906,0.05117557978427678
253,0.05104377140686811
1182,0.05102542099291707
2434,0.05098934691278023
1385,0.050873007045618035
782,0.050846886717630824
1907,0.05083624739578596
797,0.05075485106698707
141,0.050739976053963964
523,0.05049678117738621
317,0.050483751042680325
2498,0.05012659373853001
446,0.0500750883395491
712,0.04994863096952695
964,0.0498799322267951
810,0.04982282867751797
1822,0.049795508348625006
392,0.04978845382578889
2033,0.04974615421234807
1460,0.049610326514764935
2063,0.04960154658580862
1009,0.04947755407067822
1724,0.049463134309934986
1112,0.04897832067060692
1239,0.04895875241347314
534,0.04892311667373228
355,0.04861312987067645
1008,0.04859765344575173
2562,0.04847960222227954
2365,0.0483072564195659
471,0.04828421994610421
1424,0.04825822315670392
620,0.04819615048960024
1570,0.04815883629255424
1428,0.04806528257120046
486,0.047844888893303406
1737,0.0476249867180889
1358,0.047584512435546955
1735,0.04756332312429645
1354,0.04754094969277034
220,0.047431599191028795
475,0.04718194247093388
1465,0.04712803229686191
1101,0.04699934199070954
147,0.046871666329244555
1226,0.046824942367447164
1365,0.04676160419661102
1582,0.046649543444104324
559,0.04664590948164493
1494,0.04660313734738519
1062,0.046445315802179366
2405,0.04638880459475514
25,0.04624224400008092
250,0.04610100964700159
661,0.04608764340397942
565,0.04589369694617185
806,0.045883415674044414
1553,0.04587037406466621
1415,0.045839133855688274
1490,0.04583723438055287
2530,0.04582413677639252
535,0.04581248054053155
1873,0.04577818080501217
1019,0.04570869297660529
2361,0.04564918739839685
2532,0.045566745306583556
2022,0.04555896388540681
146,0.045509172454693214
265,0.04533918799396641
406,0.0453069439427658
289,0.04527518859211099
1631,0.04522668798706109
2383,0.044986223531722214
926,0.04489546269002176
2433,0.04487072411967219
1201,0.04470060334498305
2401,0.04466364988907223
1638,0.044641119440322896
39,0.044638878597388576
2353,0.04462021314633491
1938,0.04456506316971698
1360,0.044514716257721965
1208,0.0444464247841978
1030,0.044347148257802615
124,0.04402536277286995
1261,0.043965354965152414
2087,0.04388342929764155
459,0.043573134211740694
1819,0.04353738488208858
2304,0.043384209081201774
122,0.043353918638108
232,0.04330792313563592
2560,0.043282030020509676
294,0.04325900342987765
1767,0.04317070352709251
2039,0.04307828791266477
2191,0.043057634703437486
1656,0.043009730174077276
2211,0.04296878609747079
1683,0.04290300450553497
264,0.04289891383829536
634,0.0428180471604751
2527,0.04263891679369047
1999,0.0425108089986459
246,0.042285802038339426
751,0.04196496810796235
480,0.041952657214615385
157,0.041872276432529
579,0.041859445497334224
526,0.04180829605068759
2249,0.04174819097992888
958,0.041653863929625334
656,0.041644254010591464
90,0.041508145239554484
2406,0.041337728616614555
309,0.04132042610025222
720,0.041288796128896355
1588,0.041286809971803784
1959,0.04128265278536292
2349,0.041266255182069944
988,0.041257229762808656
1342,0.041217676293651806
2012,0.04120986983349617
1733,0.041147162017432404
11,0.04104719670160195
803,0.0409753987686039
1699,0.040952269216352644
933,0.040933585726355304
457,0.04071371009383373
1093,0.0405968827177543
947,0.04052235121898029
1622,0.04046194138760262
2414,0.04043389467200331
663,0.040431320084306055
268,0.04031501661315717
2489,0.04015940538045637
1547,0.04009374505678487
647,0.03976705701544514
809,0.039749533868314924
198,0.039591337356817746
1800,0.03957443463246024
519,0.03957121066282321
1032,0.039535295127647085
1278,0.039408391723810166
2422,0.03937009539530756
1379,0.03911794857224571
2467,0.03906687498471051
1823,0.03901159004390875
589,0.038577205840863105
1228,0.038573186896715406
696,0.03855387059519977
196,0.03848316644798855
745,0.03847784267616916
2000,0.038360559260588456
1191,0.03828399349205558
1274,0.03828030508621083
991,0.03827248948009654
1700,0.038267813423870756
2616,0.03814300733576559
669,0.037919646429922516
1549,0.03790276271437287
156,0.037895466574752845
335,0.03787608219552707
1998,0.03787514181045548
1061,0.037858166439947105
1928,0.037815600377168135
204,0.03780202458552884
689,0.0377689855455321
678,0.037754219094948915
1924,0.037668706677253194
285,0.03766080669956784
2095,0.03765103974716588
170,0.037506207726073715
758,0.03748239879168924
1047,0.03744846096281318
1992,0.03743685310216627
2246,0.03729045953875376
2312,0.03726605345855338
1808,0.03722517114854895
248,0.03716582189247131
639,0.03715475344487462
315,0.03710063235390937
451,0.03709675648138866
1314,0.03699849029265323
664,0.03696792365321855
951,0.03692815260188498
2635,0.036857638342652876
2287,0.03683362299707005
2,0.03677781927408752
2424,0.03676353259987186
1053,0.03670267752940504
875,0.03669601518745491
2585,0.03668726604333461
866,0.03659990407165736
493,0.036539460641922705
2160,0.036491608373107276
501,0.03623515505749042
340,0.036119295044334976
1114,0.036020882987592096
2043,0.03600914185270332
263,0.03597384756900901
432,0.035958711799751075
2439,0.03593329817017121
1376,0.03592628178902535
1944,0.03590799458840399
2192,0.03549192514405819
748,0.0354720169070557
1940,0.03544622515968676
919,0.035435147165162384
172,0.035398262864733354
2108,0.03534084254247993
2017,0.03533805444243043
545,0.03528436476956198
2531,0.03525133226739463
435,0.03522136747428517
1284,0.03507422239031888
816,0.034994472221974604
1213,0.034964509796659105
2280,0.034926796109742586
1806,0.03480162330701608
935,0.03477036961753921
1143,0.03474361461956166
1817,0.03473723989883837
998,0.034702340650078156
1304,0.03466568363098732
1528,0.03462535673216616
1696,0.03457673961796015
210,0.03454674863033835
2504,0.0344726225041887
1703,0.03445197002328282
1362,0.034410203584680055
660,0.03438949994289109
840,0.03431821881001795
1029,0.03426938094618848
2302,0.034236959525083765
